TransactionId,Store,SKU,Date,Year,Month,WeekDay,Qty,TotalRev,customer_loyalty_id
8fa590c4-f087-4c76-b7ca-d3834494be34,10,AcIRu7,2021-07-01,2021,7,Thursday,2,7.0,
e92e9159-9a85-457d-a9da-2a55cacf2ecd,10,YnyFQq,2021-07-01,2021,7,Thursday,2,7.0,
8ea1cfe0-d527-49f2-9b91-b8c460e93f83,10,XkiZ9D,2021-07-01,2021,7,Thursday,1,3.5,
b75b59b3-bfdd-4fb4-a614-a747775e5bc7,10,fvBBXY,2021-07-01,2021,7,Thursday,2,7.0,
4b6e0a20-40ac-4518-8583-f41ef869da5c,10,QIb1Te,2021-07-01,2021,7,Thursday,1,3.5,
2a762537-4c7d-44b6-b93e-1f3794abafce,10,V9hDyY,2021-07-01,2021,7,Thursday,3,10.5,db4c39e2-5614-4fcf-8152-e37a6a8f4146
7345d30b-0bab-4970-af38-426dd03a82b5,10,YnyFQq,2021-07-01,2021,7,Thursday,2,7.0,
eef1a4a4-8cda-49bb-980a-f9039ee81c52,10,K8gkI8,2021-07-01,2021,7,Thursday,3,10.5,
85ca10cf-1103-4beb-a9bd-9f03c0c5b9f9,10,iYvFyn,2021-07-01,2021,7,Thursday,3,10.5,
6fcfcf3e-f5fd-4ec2-8d12-ef92a52aa9d8,10,8CnCaM,2021-07-01,2021,7,Thursday,2,7.0,96edd678-1a42-4d57-b41e-fabc2434d120
488d1e66-02b9-4130-830d-5c70b5f1cf62,10,V9hDyY,2021-07-01,2021,7,Thursday,2,7.0,
e1011512-d15f-4f6a-a339-0f62ecf73a5c,10,QIb1Te,2021-07-01,2021,7,Thursday,2,7.0,
75db6e96-cb66-44e6-af27-b1a281b41147,10,J4fMRf,2021-07-01,2021,7,Thursday,3,10.5,
ff7ae133-28b7-4fd8-bd12-1ac155aefd88,10,1X3p2H,2021-07-01,2021,7,Thursday,1,3.5,
c024751b-7a54-462b-91ed-f3e0b468f347,10,V9hDyY,2021-07-01,2021,7,Thursday,1,3.5,b103d647-4ca5-451f-b87f-7bab4a832756
cd1e7db8-c6d2-429c-9f26-f3afce85dbd4,10,iYvFyn,2021-07-01,2021,7,Thursday,3,10.5,
e6ac3da0-aeaf-43f7-96b0-a9fcff569198,10,9FFwEf,2021-07-01,2021,7,Thursday,2,7.0,
6c1b26ab-b0ec-4002-afd4-54eb46ae3729,10,RZZSxq,2021-07-01,2021,7,Thursday,2,7.0,86ced926-677f-40c7-8dae-7aaacf0feac7
50bebf91-ecb9-4c66-8e74-e767d1ab95d4,10,AcIRu7,2021-07-01,2021,7,Thursday,2,7.0,d084d4eb-9978-464e-8ef6-fad8f8e9536f
a5f5781a-eccc-43b5-9b27-2f781244ffb7,10,Xd4sZA,2021-07-01,2021,7,Thursday,1,3.5,
40a62c18-2d19-464f-a75a-abcd58bc9d9c,10,9FFwEf,2021-07-01,2021,7,Thursday,3,10.5,
2c814468-77be-42ce-a51b-7c03dbc4a67d,10,V9hDyY,2021-07-01,2021,7,Thursday,3,10.5,6a295ac4-9de0-4628-9326-0f77eefd1659
a398bb0c-c687-4e8f-817a-419fc78cfbec,10,K8gkI8,2021-07-01,2021,7,Thursday,2,7.0,
eb97934b-6c58-4086-9e74-7d81e8146465,10,iYvFyn,2021-07-01,2021,7,Thursday,2,7.0,
fe4c40fc-db62-4969-8c9d-5468426e473e,10,IWoDZ7,2021-07-01,2021,7,Thursday,1,3.5,
aff4f2f4-1b53-40e2-b906-c87de032e722,10,V9hDyY,2021-07-01,2021,7,Thursday,2,7.0,
f0e251f7-3f5f-444d-9d25-f6bcce754a71,10,J4fMRf,2021-07-01,2021,7,Thursday,2,7.0,
2bf7d3a9-d5a8-4fad-91a3-9aa5eb6e39cc,10,K8gkI8,2021-07-01,2021,7,Thursday,2,7.0,4f955eb4-4f2a-4ec9-ab9c-5e507778a689
5952b6f8-6819-4c92-b5d6-0f3d21a70df8,10,g0RPTY,2021-07-01,2021,7,Thursday,1,3.5,cdf18b2b-d3a6-4f4c-8cd0-645d2bcb6a11
90ac388c-f1d0-462b-8dad-18d959c81e7e,10,9FFwEf,2021-07-01,2021,7,Thursday,2,7.0,
38b5b55d-c489-4f33-8a08-6a46f28d20c9,10,9FFwEf,2021-07-01,2021,7,Thursday,2,7.0,40fdee27-e2a8-41a3-bd7f-aea31b7d952c
40e64abb-a0c8-45c9-a188-61cb05e9c876,10,fvBBXY,2021-07-01,2021,7,Thursday,3,10.5,
3fe44695-0b39-4f8c-ba33-f42b9eed0358,10,LRN0uO,2021-07-01,2021,7,Thursday,3,10.5,068fe63d-3ac8-4b1d-94cc-d8f6cf8185f6
57f13c4c-43e4-40e1-a636-451666449a35,10,XkiZ9D,2021-07-01,2021,7,Thursday,3,10.5,
3acbb4f1-fa8d-4512-a6c9-bcd7b6af3e18,10,TwErrn,2021-07-01,2021,7,Thursday,2,7.0,a2461689-37b8-4efa-91ba-013631f12a10
a0fb87d5-884d-4c84-a4f2-7004a3bb4433,10,XkiZ9D,2021-07-01,2021,7,Thursday,2,7.0,d5fe0da4-50b9-4d2b-a7b2-124ea8ef1dd0
