TransactionId,Store,SKU,Date,Year,Month,WeekDay,Qty,TotalRev,customer_loyalty_id
062f72e3-9afe-4bed-93e7-2a8f7c23736a,3,V9hDyY,2020-10-01,2020,10,Thursday,1,3.5,
632b9e19-82cb-4985-9c47-a7d3d3a782e1,3,1X3p2H,2020-10-01,2020,10,Thursday,2,7.0,ae7408ac-411e-452c-807f-850d703c6bcb
2b45f576-1ec5-4d6a-9725-57d2a07d2c9c,3,8CnCaM,2020-10-01,2020,10,Thursday,2,7.0,
94cebb10-a8b9-484e-85f7-52cc6568f978,3,K8gkI8,2020-10-01,2020,10,Thursday,1,3.5,
6b39258b-859e-4db5-87a6-a9bbc9993863,3,LRN0uO,2020-10-01,2020,10,Thursday,2,7.0,
ac723ab6-06a9-41b8-b682-4366069e82f6,3,iYvFyn,2020-10-01,2020,10,Thursday,2,7.0,
1565bc18-2366-4a62-ae99-72b941f5403f,3,pCjr1R,2020-10-01,2020,10,Thursday,1,3.5,
c3ea1bd2-668e-4d37-a414-ce0651929f45,3,RZZSxq,2020-10-01,2020,10,Thursday,3,10.5,
b3013ecf-197e-4ebe-a04b-5f3e1a08fbe6,3,RZZSxq,2020-10-01,2020,10,Thursday,2,7.0,
ba92cafe-cbf2-4ded-8bb1-e7baa5bee763,3,Xd4sZA,2020-10-01,2020,10,Thursday,2,7.0,fddc8fba-39a9-45e7-b6e0-6ae522a5688d
8d353e8b-0dfe-421a-895d-1846132067d7,3,pCjr1R,2020-10-01,2020,10,Thursday,3,10.5,3844157a-114c-4cbc-968a-7c30f702f9a7
042d6747-94dc-45f6-9301-0ace07b9459f,3,HHY1ds,2020-10-01,2020,10,Thursday,3,10.5,
afc1832e-f922-47ad-bbbd-9a2be490577f,3,J4fMRf,2020-10-01,2020,10,Thursday,3,10.5,
c51009b1-c07b-4640-a96c-8044ff54cd40,3,LRN0uO,2020-10-01,2020,10,Thursday,3,10.5,f19432c4-4df4-4e45-97d6-8fd7772aecee
611e499a-07c8-4c09-a1a7-d9229934eb07,3,AcIRu7,2020-10-01,2020,10,Thursday,3,10.5,
b9cf7afa-ea86-4bf6-94c8-8383db552255,3,fvBBXY,2020-10-01,2020,10,Thursday,2,7.0,c54f15f6-db04-45ff-9de4-f060a1231ccf
fe91e268-c79e-40cb-9463-b3327435ff1e,3,RZZSxq,2020-10-01,2020,10,Thursday,2,7.0,
910e3d76-cef6-486f-9d26-f46bb09de73f,3,9FFwEf,2020-10-01,2020,10,Thursday,2,7.0,9ec00839-ed08-4b36-96f4-beca5bf0ab6f
3bb8f7e8-88fa-4e20-b872-9fee97fda8fb,3,K8gkI8,2020-10-01,2020,10,Thursday,2,7.0,
2047ff45-c60e-4efe-96dc-673e875d19c4,3,iYvFyn,2020-10-01,2020,10,Thursday,3,10.5,
5d863bb0-e051-4074-8a19-a970a0de10fd,3,pCjr1R,2020-10-01,2020,10,Thursday,2,7.0,
f6aa35e9-155e-4188-bce1-f5e48a8b4c1b,3,9FFwEf,2020-10-01,2020,10,Thursday,3,10.5,
9c3dfec5-f8a0-43f0-a985-c6a1bcad4ab8,3,g0RPTY,2020-10-01,2020,10,Thursday,3,10.5,
420af1ec-7425-4bbc-9ef3-fe13394c27a2,3,YnyFQq,2020-10-01,2020,10,Thursday,1,3.5,
764ed543-1b24-4a5d-83c7-3968e939b3be,3,V9hDyY,2020-10-01,2020,10,Thursday,1,3.5,7da0c8b9-94cc-4568-aafc-6d44a0026782
b42109e5-ec53-490e-a2ba-69e501d1d08d,3,V9hDyY,2020-10-01,2020,10,Thursday,1,3.5,
de1054ee-c7e0-4c24-af03-b648c7d46d1b,3,QIb1Te,2020-10-01,2020,10,Thursday,2,7.0,b1f27570-eee7-4e27-8e68-08e6a0ae674a
555f5579-fd7b-4482-aaff-5059f358ec70,3,Xd4sZA,2020-10-01,2020,10,Thursday,3,10.5,
84d490cb-4a13-4b43-a643-9cc2d3775c71,3,K8gkI8,2020-10-01,2020,10,Thursday,1,3.5,
6751aefb-f2e8-4498-8baf-896dc1a4a875,3,HHY1ds,2020-10-01,2020,10,Thursday,2,7.0,
4dfd05c7-9867-4fbb-bbb8-8523c73bcd20,3,XkiZ9D,2020-10-01,2020,10,Thursday,3,10.5,
6ec15c85-a1f4-47c0-b369-e345fc2891e6,3,iYvFyn,2020-10-01,2020,10,Thursday,1,3.5,d5fe0da4-50b9-4d2b-a7b2-124ea8ef1dd0
e0475209-c657-4f25-953e-24b1ad96af37,3,J4fMRf,2020-10-01,2020,10,Thursday,2,7.0,
8938121b-2669-422f-a6fc-863d9a2d0652,3,LRN0uO,2020-10-01,2020,10,Thursday,3,10.5,5e9c40c4-7189-4919-97b8-07762440f4a4
2662f226-c404-4dba-8556-d9e1d81018d9,3,9FFwEf,2020-10-01,2020,10,Thursday,2,7.0,639c17e3-0c72-47c6-9bdb-0f2ecc01c37f
19dd7170-6740-44e6-ad87-826a208d42b0,3,LRN0uO,2020-10-01,2020,10,Thursday,3,10.5,15be168c-0083-41ce-b4b3-f27bb89be366
f0582d15-add9-4394-b060-12e99a820005,3,RZZSxq,2020-10-01,2020,10,Thursday,2,7.0,
25b12bb6-00cc-4ec1-8dd7-dd19d27f1cb3,3,fvBBXY,2020-10-01,2020,10,Thursday,3,10.5,
3e0b6ec1-b03d-4b52-969a-ca82531f593d,3,1X3p2H,2020-10-01,2020,10,Thursday,3,10.5,a3051778-2cf8-4fdf-b056-1669dbfa1058
0ca25352-3155-41d1-97b9-6cc53faee955,3,9FFwEf,2020-10-01,2020,10,Thursday,2,7.0,
6bd0eb6f-ad00-496b-bffd-a1351dc1740d,3,IWoDZ7,2020-10-01,2020,10,Thursday,3,10.5,
0c8b5009-89ff-44ad-9d38-e79a5dbde039,3,LRN0uO,2020-10-01,2020,10,Thursday,1,3.5,
b42c31cd-dadc-488f-bf16-ed1792d2381d,3,V9hDyY,2020-10-01,2020,10,Thursday,2,7.0,
5f67256a-0308-4594-ab4c-b88c13420eee,3,TwErrn,2020-10-01,2020,10,Thursday,2,7.0,8275b9f3-1623-43b8-b2f3-c7d7128df5eb
e66756bb-4569-4fb9-8bb8-b9dc47cbe5a5,3,iYvFyn,2020-10-01,2020,10,Thursday,3,10.5,382e479c-a17b-4fa8-8b85-18a3d58e902b
98b75ba2-c797-45d3-a737-1c5b1ce410c1,3,iYvFyn,2020-10-01,2020,10,Thursday,2,7.0,
9fb204bf-c8ff-48df-8272-789e53e29fa0,3,IWoDZ7,2020-10-01,2020,10,Thursday,3,10.5,
ae7a1f79-8cfe-4d97-8303-bec6902fa2bb,3,XkiZ9D,2020-10-01,2020,10,Thursday,3,10.5,
21478b91-5f0f-402d-81f6-6f936099fc9f,3,Xd4sZA,2020-10-01,2020,10,Thursday,2,7.0,2115c4c9-6cbe-4fca-8af6-1e913cc00ffc
c473cac3-58a0-4a77-9ab6-f1b003fe6843,3,pCjr1R,2020-10-01,2020,10,Thursday,2,7.0,
643fd5e7-9299-4aab-b548-51fd92c70a4c,3,8CnCaM,2020-10-01,2020,10,Thursday,2,7.0,
68359808-4dd0-451c-aa6c-0c2419f92d96,3,8CnCaM,2020-10-01,2020,10,Thursday,1,3.5,db3ca581-a59b-4044-a71b-6376bd7072ee
aece8de5-6729-48c6-b0fc-0ccd9eb688f2,3,J4fMRf,2020-10-01,2020,10,Thursday,1,3.5,
0918c1ff-3069-4181-9793-263626fd4e6f,3,fvBBXY,2020-10-01,2020,10,Thursday,1,3.5,
5d519280-d144-4a55-a959-b553cf1e1c48,3,g0RPTY,2020-10-01,2020,10,Thursday,2,7.0,
0e64f5a1-b187-457e-8fc8-aed089b5a094,3,IWoDZ7,2020-10-01,2020,10,Thursday,1,3.5,
b4a94218-2fcf-4f58-a689-70c70d3bfdde,3,LRN0uO,2020-10-01,2020,10,Thursday,1,3.5,
