TransactionId,Store,SKU,Date,Year,Month,WeekDay,Qty,TotalRev,customer_loyalty_id
38ea8f80-1fd2-4ed2-a749-3c6dd4afab1c,10,TwErrn,2022-04-01,2022,4,Friday,2,7.0,
3e4ca217-edb1-4b0e-b0fc-7fbc68cb9977,10,fvBBXY,2022-04-01,2022,4,Friday,1,3.5,
401704f3-fc64-424c-8a51-249223f6bc0e,10,IWoDZ7,2022-04-01,2022,4,Friday,2,7.0,667d16d6-62b1-4f1e-a526-c985c59bf485
c1c492d5-db62-4e82-9d5d-5c3dba1b885e,10,fvBBXY,2022-04-01,2022,4,Friday,2,7.0,
5cae465e-eb6a-4eaa-ac5e-03842f553838,10,AcIRu7,2022-04-01,2022,4,Friday,3,10.5,
a8d0bfa4-8cc8-44bd-9321-90f3c77c388b,10,9FFwEf,2022-04-01,2022,4,Friday,2,7.0,
94f70a53-1888-4f61-bf17-57fd7c518b28,10,g0RPTY,2022-04-01,2022,4,Friday,2,7.0,f19432c4-4df4-4e45-97d6-8fd7772aecee
7be8f2ed-be64-4e1b-82fd-8795fd15bdeb,10,pCjr1R,2022-04-01,2022,4,Friday,1,3.5,
3843436a-5ab4-4ec4-81cd-35e3180e031a,10,fvBBXY,2022-04-01,2022,4,Friday,1,3.5,
dbc88052-8f7d-4f33-a760-a5365bf1229f,10,J4fMRf,2022-04-01,2022,4,Friday,1,3.5,4f955eb4-4f2a-4ec9-ab9c-5e507778a689
ab0acfc7-68bf-47ac-8c68-597839308648,10,K8gkI8,2022-04-01,2022,4,Friday,1,3.5,
f391bac4-3051-4d75-95ba-d604be12b858,10,1X3p2H,2022-04-01,2022,4,Friday,2,7.0,
5284805c-06d5-44b0-8671-46a6804655f1,10,8CnCaM,2022-04-01,2022,4,Friday,3,10.5,
da0b8651-a1f0-4825-8123-f29caf115f24,10,iYvFyn,2022-04-01,2022,4,Friday,3,10.5,
cccad926-4202-4c48-a4f9-778742de4a29,10,YnyFQq,2022-04-01,2022,4,Friday,1,3.5,
a0eae2f7-db66-4225-954d-9a10c5954664,10,V9hDyY,2022-04-01,2022,4,Friday,2,7.0,587f8f67-e282-4753-9f22-fc4e9ecd7990
62b4d475-1b0f-4561-98b0-a1afcfbe7356,10,IWoDZ7,2022-04-01,2022,4,Friday,2,7.0,1b0a0912-1a4a-45a0-8fa2-78933c49a7a4
eec550eb-aee6-422f-b25d-a9d3b1dccb0e,10,IWoDZ7,2022-04-01,2022,4,Friday,2,7.0,e6320a01-100f-4c69-902d-bcc83f1eb3e1
8cc17dd9-7c62-4532-b277-211e331db00a,10,9FFwEf,2022-04-01,2022,4,Friday,2,7.0,
a664009c-14c5-4578-ba66-91d29b7df64c,10,QIb1Te,2022-04-01,2022,4,Friday,1,3.5,
ddc36f60-6da5-4a6d-8fe0-08449b11f87e,10,TwErrn,2022-04-01,2022,4,Friday,2,7.0,
b34d56ac-935f-4046-9672-605a9ab97603,10,1X3p2H,2022-04-01,2022,4,Friday,3,10.5,
e0ad4063-b9e1-4336-84e6-51ae700738ca,10,Xd4sZA,2022-04-01,2022,4,Friday,2,7.0,
caaaad00-8ec8-4ea2-a156-0b2bf6a19b11,10,fvBBXY,2022-04-01,2022,4,Friday,2,7.0,10b3ef9e-7e8f-48c9-a2ae-0b189993340e
83ce0ae0-fc3d-4205-988d-98517a8e46ba,10,8CnCaM,2022-04-01,2022,4,Friday,3,10.5,59070c57-269e-4e3f-b42c-fcc046c6a6bf
9771888b-998f-4397-b364-b53a5d05f7e0,10,XkiZ9D,2022-04-01,2022,4,Friday,2,7.0,c1cb0c6b-22eb-4a15-9665-76710970df1a
2989769b-0027-496a-af3b-acbde0941a03,10,RZZSxq,2022-04-01,2022,4,Friday,2,7.0,
ec6094e8-0d3f-4754-8670-3d46768998d4,10,QIb1Te,2022-04-01,2022,4,Friday,1,3.5,57197068-5f83-4545-adb8-7b782c960017
d6231ff5-4a44-4440-ad02-0d9e432a0051,10,K8gkI8,2022-04-01,2022,4,Friday,2,7.0,
f8988838-4e9c-42ac-a4f9-04e62e21853f,10,XkiZ9D,2022-04-01,2022,4,Friday,2,7.0,
